date,plate.SN,well,treatment,dose,units,meanfiringrate_AUC,burst.per.min_AUC,mean.isis_AUC,per.spikes.in.burst_AUC,mean.dur_AUC,mean.IBIs_AUC,nAE_AUC,nABE_AUC,ns.n_AUC,ns.peak.m_AUC,ns.durn.m_AUC,ns.percent.of.spikes.in.ns_AUC,ns.mean.insis_AUC,ns.durn.sd_AUC,ns.mean.spikes.in.ns_AUC,r_AUC,mi_AUC,cv.time_AUC,cv.network_AUC
20150909,MW1047-30,E8,Cotinine,1,uM,8.388,18.294,0.272,552.503,2.782,336.403,93.5,82.5,1072.5,70.967,0.83,167.954,143.259,0.399,247.11,2.505,0.068,6.696,25.283
20160601,MW1062-29,E6,Cyclophosphamid,1,uM,449.126,19.439,0.142,441.097,1.886,171.695,82,74,459,72.264,0.943,147.921,123.427,0.421,320.803,1.907,0.075,3.196,12.307
20160601,MW1062-43,E7,Cyclophosphamid,1,uM,327.234,11.372,0.183,434.544,2.747,230.56,73.5,66.5,313.5,70.807,1.288,141.617,179.417,0.433,301.294,1.389,0.041,9.625,17.617
20160601,MW1062-44,E8,Cyclophosphamid,1,uM,488.451,11.871,0.219,292.099,2.882,258.112,68.5,55,385,60.619,0.722,125.324,218.942,0.249,227.878,1.285,0.044,4.672,17.764
20141231,MW1045-02,B5,Cypermethrin,1,uM,5.752,14.59,0.153,484.688,2.184,209.49,82.5,76,142,74.376,1.484,66.543,269.671,0.223,335.793,1.504,0.033,8.546,17.641
20141231,MW1045-06,B5,Cypermethrin,1,uM,8.191,22.396,0.18,485.601,2.531,162.734,104,89.5,221.5,74.7,1.46,73.956,161.631,0.559,346.621,1.494,0.043,4.75,19.077
20141231,MW1045-09,B5,Cypermethrin,1,uM,5.656,15.841,0.276,403.576,2.713,231.943,67.5,58.5,192.5,64.547,0.965,77.95,292.758,0.205,222.536,1.101,0.019,9.531,20.936
20150909,MW1047-22,A6,Cytosine Arabinoside,1,uM,5.705,0.618,0.233,17.139,5.534,52.344,12,1.5,0,0,0,0,0,0,0,0.007,0,7.109,10.119
20150909,MW1047-29,A7,Cytosine Arabinoside,1,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150909,MW1047-30,A8,Cytosine Arabinoside,1,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141112,MW 1041-25,D5,Cytosine Arabinoside,1,uM,9.016,18.558,0.728,313.302,4.937,130.817,26.5,11,0,0,0,0,0,0,0,0.02,0,11.4,14.911
20141112,MW 1041-28,D5,Cytosine Arabinoside,1,uM,2.46,2.91,0.215,113.756,1.019,144.344,49,10.5,0,0,0,0,0,0,0,0.015,0,5.211,14.582
20141112,MW1041-17,D5,Cytosine Arabinoside,1,uM,1.368,0.175,0,0,0,0,19,0,1.5,24,0.075,4.355,0,0,27,0.937,0,10.624,14.054
20140827,MW1007-100,E5,Cytosine Arabinoside,1,uM,2.198,0.71,0,0,0,0,28,0,3,9.75,0.25,0.96,659.25,0.071,19.5,0.02,0,6.493,11.81
20140827,MW1007-91,E5,Cytosine Arabinoside,1,uM,2.159,0.105,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0.001,0,11.316,10.761
20140827,MW1007-98,E5,Cytosine Arabinoside,1,uM,0.548,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0.001,0,3.4,4.86
20141112,MW 1041-25,E5,DEHP,1,uM,10.407,25.975,0.252,637.45,3.652,257.874,106.5,90,455.5,98.385,1.532,138.568,281.225,0.478,430.492,2.148,0.077,4.687,14.674
20141112,MW 1041-28,E5,DEHP,1,uM,8.312,20.03,0.184,612.912,2.438,299.491,106,85,713.5,99.641,1.227,166.334,274.936,0.464,333.654,2.536,0.076,3.894,13.038
20141112,MW1041-17,E5,DEHP,1,uM,5.548,12.273,0.235,579.521,3.194,377.667,109.5,98,257,100.515,1.978,135.153,361.905,0.428,394.173,1.957,0.039,5.799,17.716
20140827,MW1007-100,F5,DEHP,1,uM,8.67,21.394,0.543,421.844,4.862,245.949,105.5,89.5,769.5,80.514,1.034,106.465,129.172,0.351,187.074,1.163,0.032,3.822,12.897
20140827,MW1007-91,F5,DEHP,1,uM,10.533,22.704,0.479,405.977,5.829,249.923,104,89,681,68.022,0.809,87.913,109.022,0.314,146.027,1.059,0.028,5.228,9.905
20140827,MW1007-98,F5,DEHP,1,uM,8.901,21.951,0.227,400.203,2.808,164.796,100.5,82,1084,69.446,0.847,154.723,137.484,0.336,198.768,1.565,0.057,6.543,10.827
20140827,MW1007-100,C5,Deltamethrin,1,uM,9.031,21.257,0.477,479.152,3.86,383.197,91,78.5,154,70.62,1.037,46.959,303.861,0.267,253.555,0.987,0.013,5.108,11.414
20140827,MW1007-91,C5,Deltamethrin,1,uM,6.996,20.205,0.225,411.999,2.552,166.757,108.5,94,532.5,67.166,0.865,103.052,116.878,0.396,199.492,1.39,0.037,3.546,9.683
20140827,MW1007-98,C5,Deltamethrin,1,uM,13.552,42.56,0.51,453.614,3.803,255.07,99.5,89,986.5,58.713,0.694,116.915,118.789,0.266,155.258,1.063,0.032,4.628,12.352
20141112,MW 1041-25,F5,Deltamethrin,1,uM,15.217,44.147,0.308,660.14,3.537,175.276,122.5,108.5,874.5,102.267,1.491,91.481,266.694,0.501,343.603,1.538,0.052,3.558,19.989
20141112,MW 1041-28,F5,Deltamethrin,1,uM,13.069,39.572,0.327,540.561,2.802,260.085,121.5,112.5,884,89.79,1.401,84.861,282.162,0.479,225.183,1.159,0.036,2.965,13.442
20141112,MW1041-17,F5,Deltamethrin,1,uM,14.768,34.514,0.353,550.029,3.6,208.788,119.5,94,975.5,80.104,1.596,87.195,518.912,0.479,206.973,1.094,0.045,4.053,17.816
20140924,MW1007-70,D5,Dexamethasone,1,uM,13.278,34.415,0.385,576.728,5.693,201.733,101.5,95,224.5,84.392,1.58,64.542,247.906,0.516,513.278,1.352,0.054,4.815,6.882
20140924,MW1007-81,D5,Dexamethasone,1,uM,12.688,25.899,0.57,503.294,7.678,299.571,103,90.5,262,76.164,1.032,81.581,235.936,0.314,383.879,1.562,0.045,4.592,12.558
20140924,MW1007-84,D5,Dexamethasone,1,uM,6.681,15.651,0.27,567.843,3.326,384.25,100,85,218.5,96.55,1.324,115.541,162.841,0.215,461.094,1.711,0.039,5.968,8.993
20140924,MW1007-70,E5,Diazepam,1,uM,7.458,9.696,0.303,278.551,3.289,280.711,67.5,58,221,60.725,0.82,100.254,205.679,0.276,162.255,0.745,0.013,8.777,11.781
20140924,MW1007-81,E5,Diazepam,1,uM,5.278,11.167,0.305,343.981,3.663,298.817,86.5,75,191.5,64.888,0.937,73.534,208.63,0.379,239.112,0.953,0.016,4.402,11.509
20140924,MW1007-84,E5,Diazepam,1,uM,5.088,7.776,0.328,269.317,3.341,341.395,76,55,214,58.209,0.68,85.659,220.818,0.203,138.391,0.776,0.01,7.132,11.452
20141029,MW1008-41,B5,Dieldrin,1,uM,18.365,42.289,0.127,648.777,2.494,106.183,120,120,665,108.792,2.355,166.532,81.834,0.433,669.494,3.248,0.174,1.402,14.094
20141029,MW1008-42,D5,Dieldrin,1,uM,24.926,43.529,0.305,619.249,7.343,146.902,128.5,128.5,576,115.821,2.374,94.021,211.883,0.63,568.451,2.324,0.121,2.186,15.228
20141029,MW1008-41,F5,Dieldrin,1,uM,29.295,55.887,0.131,668.035,3.332,62.901,116.5,116.5,1014.5,105.94,2.445,91.766,60.514,0.769,416.581,3.606,0.254,1.6,11.999
20150909,MW1047-22,B6,Diethylene glycol,1,uM,11.39,28.249,0.444,523.293,3.906,192.456,100,79,1024.5,73.103,0.804,149.084,107.556,0.377,241.836,1.527,0.069,4.115,21.636
20150909,MW1047-29,B7,Diethylene glycol,1,uM,8.7,19.765,0.358,369.156,3.428,392.349,73,61.5,949,62.182,0.697,162.828,443.196,0.27,179.499,1.298,0.055,9.186,11.904
20150909,MW1047-30,B8,Diethylene glycol,1,uM,19.192,43.307,0.464,445.291,4.089,205.198,116,106,1654,79.033,0.727,171.912,28.143,0.52,284.493,2.194,0.134,3.881,22.187
20150401,MW1053-26,D5,Diethylstilbestrol,1,uM,7.125,14.696,0.2,414.993,2.486,181.172,94.5,80,245.5,84.097,1.28,103.23,196.272,0.325,365.133,1.5,0.037,6.377,20.936
20150401,MW1053-31,D5,Diethylstilbestrol,1,uM,6.454,17.552,0.545,459.136,3.879,342.232,74.5,62.5,248,60.165,1.158,86.666,231.983,0.283,197.366,1.001,0.02,5.358,19.774
20150401,MW1053-33,D5,Diethylstilbestrol,1,uM,9.255,22.815,0.397,538.332,4.147,194.908,100.5,83,492.5,69.911,1.098,106.465,135.276,0.58,257.021,1.382,0.049,4.883,22.521
20140924,MW1007-70,F5,Diphenylhydantoin,1,uM,8.682,17.046,0.196,447.695,3.898,175.298,121,96,272,85.529,1.354,97.235,171.381,0.542,435.742,1.908,0.059,4.664,6.406
20140924,MW1007-81,F5,Diphenylhydantoin,1,uM,12.612,24.761,0.377,528.5,5.657,186.818,59,54,274.5,53.038,1.195,78.416,201.444,0.449,235.405,1.692,0.045,5.388,11.58
20140924,MW1007-84,F5,Diphenylhydantoin,1,uM,11.666,20.86,0.48,493.489,5.664,272.648,102.5,91,482,76.067,1.218,90.938,105.26,0.543,292.87,1.456,0.054,4.918,9.709
20141203,MW1042-42,C6,Domoic Acid,1,uM,2.441,8.511,0.195,693.393,2.185,578.386,66,72,117,108.959,1.373,162.944,358.028,0.248,310.012,1.83,0.018,8.875,16.4
20141203,MW1042-43,C6,Domoic Acid,1,uM,1.128,4.469,0.081,357.852,0.812,242.123,49,39,74.5,75.883,1.016,161.17,403.14,0.179,220.863,1.476,0.004,7.153,11.784
20141203,MW1042-44,C6,Domoic Acid,1,uM,3.415,6.361,0.222,572.306,2.784,639.792,74,72,94.5,116.434,1.496,164.356,799.071,0.235,456.891,2.569,0.025,10.681,20.948
20141231,MW1045-02,C5,Emamectin benzoate,1,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141231,MW1045-06,C5,Emamectin benzoate,1,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141231,MW1045-09,C5,Emamectin benzoate,1,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141231,MW1045-02,D5,Fipronil,1,uM,7.47,15.066,0.17,443.453,2.749,171.517,86,82,226.5,83.604,1.897,76.396,169.636,0.298,366.05,1.843,0.063,2.78,8.751
20141231,MW1045-06,D5,Fipronil,1,uM,5.686,14.87,0.165,451.496,1.943,166.006,87,75.5,170.5,79.339,1.351,88.812,227.958,0.254,324.952,1.638,0.037,4.937,15.981
20141231,MW1045-09,D5,Fipronil,1,uM,4.254,11.731,0.141,436.922,1.642,245.502,73.5,71.5,209,74.81,1.291,102.006,249.964,0.262,280.006,1.432,0.03,3.911,16.013
20150909,MW1047-22,C6,Fluconazole,1,uM,11.51,30.658,0.396,482.237,3.51,195.606,100,89,741.5,68.385,0.84,124.304,87.767,0.407,250.172,1.544,0.063,4.62,17.071
20150909,MW1047-29,C7,Fluconazole,1,uM,10.336,26.692,0.201,383.145,2.233,131.543,100,83.5,1110.5,88.181,1.021,156.481,412.609,0.403,228.558,1.662,0.063,4.898,13.637
20150909,MW1047-30,C8,Fluconazole,1,uM,23.28,59.04,0.405,619.524,5.389,72.82,103.5,82.5,1666.5,66.005,0.756,167.682,31.851,0.552,278.394,2.137,0.136,2.907,19.186
20160601,MW1062-29,A6,Fluoxetine,1,uM,330.004,13.101,0.207,454.052,2.903,203.383,68.5,57,487.5,60.194,0.935,154.414,160.288,0.331,234.907,1.467,0.058,4.752,12.877
20160601,MW1062-43,A7,Fluoxetine,1,uM,419.501,13.6,0.193,383.814,3.815,261.062,77.5,69,469,73.943,1.03,132.434,178.475,0.419,357.616,1.556,0.053,5.721,13.106
20160601,MW1062-44,A8,Fluoxetine,1,uM,291.577,7.256,0.316,262.25,3.443,276.529,46,38.5,370,36.045,0.562,121.722,79.894,0.193,136.266,0.884,0.035,4.093,13.108
20141231,MW1045-02,E5,Flusilazole,1,uM,5.136,13.092,0.209,431.627,2.522,205.96,74.5,61,220,64.826,1.388,92.817,233.985,0.359,253.196,1.416,0.039,4.491,15.425
20141231,MW1045-06,E5,Flusilazole,1,uM,7.288,16.901,0.206,438.339,2.824,153.631,85,74,270,72.985,1.577,95.317,181.878,0.313,312.89,1.517,0.048,4.698,12.021
20141231,MW1045-09,E5,Flusilazole,1,uM,9.156,31.735,0.285,615.465,3.223,223.238,70,64,207,62.834,1.245,97.328,243.488,0.255,222.212,1.227,0.031,9.189,16.905
20140910,MW1008-39,B5,Glyphosate,1,uM,2.164,8.387,0.146,432.091,1.385,276.398,57.5,41,182.5,71.412,0.704,191.253,222.923,0.145,223.393,1.505,0.014,4.752,6.813
20140910,MW1008-40,B5,Glyphosate,1,uM,4.603,12.872,0.14,480.904,1.575,186.622,97,86,289,79.177,1.051,155.515,124.496,0.298,291.414,1.954,0.041,7.15,7.342
20140910,MW1008-68,B5,Glyphosate,1,uM,4.014,12.355,0.136,385.538,1.255,242.056,95.5,76,276,86.569,0.831,156.007,172.729,0.195,320.759,2.089,0.031,5.533,9.035
20140910,MW1008-39,C5,Haloperidol,1,uM,1.716,5.336,0.145,281.72,1.147,192.103,62,46,114,44.354,0.803,61.367,139.757,0.222,99.504,0.666,0.008,4.765,5.349
20140910,MW1008-40,C5,Haloperidol,1,uM,3.462,11.543,0.202,433.12,1.726,203.843,79,63,377.5,70.085,1.035,112.703,213.609,0.295,165.167,1.118,0.019,7.463,8.695
20140910,MW1008-68,C5,Haloperidol,1,uM,2.812,8.388,0.168,447.861,1.572,198.568,76,56,163.5,49.93,0.639,69.121,116.448,0.218,129.524,0.898,0.011,7.573,11.011
20150128,MW1007-109,C5,Heptachlor epoxide,1,uM,11.782,22.341,0.151,721.233,3.14,254.624,131.5,131.5,319,129.281,2.839,133.319,258.397,0.763,706.78,3.944,0.146,3.38,21.841
20150128,MW1008-1,C5,Heptachlor epoxide,1,uM,6.677,23.196,0.306,625.26,2.817,255.559,102.5,88,502,96.136,1.615,149.555,299.593,0.517,278.592,1.596,0.045,3.958,13.264
20150128,MW1008-40,C5,Heptachlor epoxide,1,uM,16.373,33.471,0.255,678.917,4.801,155.428,116.5,99.5,556.5,101.349,2.112,124.208,189.036,0.647,484.424,1.871,0.099,2.726,12.597
20151014,MW1076-42,C6,Heptachlor epoxide,1,uM,13.96,31.066,0.391,356.413,5.482,80.366,102.5,70,679.5,77.14,0.895,70.887,538.581,0.368,277.299,1.041,0.059,3.554,18.391
20151014,MW1076-43,C7,Heptachlor epoxide,1,uM,13.679,23.415,0.531,418.593,5.921,314.997,107,91,357.5,84.402,1.096,67.964,242.338,0.423,372.442,1.732,0.063,4.679,18.935
20151014,MW1076-44,C8,Heptachlor epoxide,1,uM,12.152,21.993,0.323,303.985,4.627,177.918,67.5,63,466.5,65.119,0.776,78.657,244.067,0.358,190.668,1.132,0.034,3.296,10.83
20150805,MW1040-11,A7,Hexachlorophene,1,uM,154.882,7.702,0.23,398.945,1.788,382.287,55,42,180,71.43,0.933,108.198,460.05,0.23,148.527,0.994,0.005,7.563,23.17
20150805,MW1040-12,A8,Hexachlorophene,1,uM,361.598,12.701,0.233,366.18,2.413,224.851,59,47.5,203.5,60.249,1.049,72.899,308.306,0.234,189.129,0.951,0.016,6.094,15.833
20150805,MW1040-11,B7,Hydroxyurea,1,uM,264.949,14.211,0.212,440.341,2.168,214.09,72,63,342,77.353,1.231,162.725,564.12,0.447,203.822,1.459,0.037,7.185,23.573
20150805,MW1040-12,B8,Hydroxyurea,1,uM,575.625,22.891,0.336,619.48,5.042,291.91,109.5,94,724,103.375,1.527,176.017,276.204,0.77,330.346,2.225,0.079,4.161,21.784
20150128,MW1007-109,D5,Imidacloprid,1,uM,12.22,23.312,0.213,649.033,3.456,211.922,119,112.5,440,113.359,2.438,141.454,200.351,0.656,583.017,2.735,0.11,2.8,16.218
20150128,MW1008-1,D5,Imidacloprid,1,uM,11.174,31.027,0.334,590.868,3.909,229.428,112,105,794.5,89.039,1.638,120.968,157.902,0.5,250.54,1.347,0.042,4.229,17.173
20150128,MW1008-40,D5,Imidacloprid,1,uM,13.348,29.544,0.163,465.884,2.683,90.053,94,87.5,601,80.273,1.411,112.686,65.112,0.477,357.754,1.774,0.092,6.524,14.849
20150401,MW1053-26,E5,Isoniazid,1,uM,4.493,11.823,0.358,475.21,3.293,441.139,69,55.5,201.5,57.445,1.226,92.088,221.894,0.338,182.193,0.88,0.022,6.454,20.439
20150401,MW1053-31,E5,Isoniazid,1,uM,7.24,16.829,0.252,339.744,2.728,221.669,77,60,308.5,60.648,0.971,91.032,184.502,0.357,214.316,0.964,0.035,8.367,18.206
20150401,MW1053-33,E5,Isoniazid,1,uM,12.981,34.761,0.504,526.344,5.005,195.569,93.5,83.5,525,63.451,1.091,87.454,144.56,0.581,197.929,1.182,0.039,5.173,15.481
20140910,MW1008-39,D5,Ketamine,1,uM,2.916,11.229,0.136,440.147,1.17,226.293,64,48,288.5,60.818,0.891,154.616,170.983,0.196,179.867,1.054,0.023,3.865,5.375
20140910,MW1008-40,D5,Ketamine,1,uM,6.407,20.726,0.292,509.076,2.387,288.616,100,87.5,451,82.321,1.023,159.467,126.386,0.305,325.098,2.03,0.053,4.64,7.356
20140910,MW1008-68,D5,Ketamine,1,uM,4.995,16.666,0.19,391.031,1.636,174.272,70,58.5,272,69.007,0.812,128.219,142.402,0.171,226.111,1.173,0.025,7.651,10.229
20141231,MW1045-02,A5,Lactofen,1,uM,7.262,14.933,0.245,469.892,3.03,144.584,71,51.5,156.5,47.222,1.041,48.157,99.398,0.407,187.544,0.83,0.027,5.036,14.678
20141231,MW1045-06,A5,Lactofen,1,uM,7.359,18.552,0.223,444.898,2.789,139.402,89,74,172,73.353,1.497,66.427,229.943,0.513,332.609,1.323,0.045,5.796,13.163
20141231,MW1045-09,A5,Lactofen,1,uM,7.866,12.872,0.247,390.782,2.854,226.756,77.5,67,216,70.686,1.316,72.906,300.941,0.413,254.22,1.154,0.039,8.335,19.418
20141029,MW1008-42,A5,Lead acetate,1,uM,27.435,57.476,0.384,606.024,6.72,107.656,131,126.5,1269,120.266,1.744,153.699,172.225,1.042,490.335,2.644,0.172,2.937,18.387
20141029,MW1008-41,C5,Lead acetate,1,uM,10.085,25.984,0.24,533.204,3.227,197.924,105,105,439,94.68,1.503,136.217,250.522,0.493,542.99,2.041,0.077,3.592,11.866
20141029,MW1008-42,E5,Lead acetate,1,uM,14.895,34.144,0.324,523.734,4.156,248.26,108,93,830,86.372,1.567,110.088,305.602,0.775,320.684,1.809,0.078,3.708,14.72
20150128,MW1007-109,E5,Lindane,1,uM,9.029,22.137,0.225,692.668,3.195,283.003,100.5,100.5,327.5,101.926,2.029,157.372,262.211,0.463,540.311,2.326,0.08,5.294,18.977
20150128,MW1008-1,E5,Lindane,1,uM,7.87,24.284,0.236,674.349,2.571,237.57,84.5,80.5,421.5,82.306,1.785,170.734,237.73,0.412,308.673,1.887,0.056,4.415,16.427
20150128,MW1008-40,E5,Lindane,1,uM,10.501,36.078,0.175,482.23,2.096,78.41,66,51.5,706.5,52.102,1.441,98.919,139.95,0.414,154.516,1.111,0.061,2.997,13.123
20141203,MW1042-42,D5,Loperamide,1,uM,2.909,6.502,0.124,536.255,1.375,363.352,82.5,76,116.5,111.378,1.366,233.842,633.048,0.271,488.647,2.729,0.022,6.243,17.854
20141203,MW1042-43,D5,Loperamide,1,uM,2.671,7.221,0.106,514.932,1.44,306.114,93,80,149.5,107.915,1.306,243.574,635.517,0.358,492.858,2.737,0.026,7.189,16.941
20141203,MW1042-44,D5,Loperamide,1,uM,1.856,7.659,0.194,676.147,1.819,569.47,98,86,142.5,126.458,0.909,380.866,471.653,0.172,576.225,3.273,0.017,5.623,21.519
20140910,MW1008-39,E5,Loperamide,1,uM,1.06,4.559,0.079,327.731,0.717,201.443,45.5,39,94,55.857,0.495,171.883,140.357,0.068,217.157,1.607,0.014,1.652,3.412
20140910,MW1008-40,E5,Loperamide,1,uM,1.833,6.148,0.08,351.367,0.794,175.744,54,52,96.5,52.851,0.699,144.443,145.022,0.125,251.383,1.711,0.021,2.946,5.282
20140910,MW1008-68,E5,Loperamide,1,uM,1.132,5.384,0.079,297.873,0.53,177.185,52,46.5,120,50.368,0.598,151.77,117.777,0.103,174.991,1.457,0.017,1.519,2.412
20140910,MW1008-39,F6,Maneb,1,uM,10.735,21.839,0.207,416.589,2.825,132.375,97.5,84,297,85.518,1.522,69.155,136.624,0.47,354.632,1.458,0.054,5.166,9.842
20140910,MW1008-40,F6,Maneb,1,uM,10.035,23.372,0.376,525.788,3.432,270.31,100,95,391,102.945,1.53,124.66,456.248,0.446,418.51,2.023,0.062,3.328,7.044
20140910,MW1008-68,F6,Maneb,1,uM,8.507,23.379,0.155,453.079,2.106,155.705,102,92,419.5,106.228,1.328,145.008,1484.564,0.33,441.467,2.113,0.067,4.311,7.935
20160511,MW1112-16,E6,Manganese,1,uM,478.854,24.481,0.242,680.604,3.238,260.4,131,128.5,444,118.346,1.979,159.332,241.42,0.572,522.537,2.544,0.065,3.539,23.369
20160511,MW1112-17,E7,Manganese,1,uM,891.057,36.242,0.264,632.441,3.671,205.944,128.5,123.5,790,102.741,1.723,128.099,160.805,0.768,421.606,2.602,0.115,2.583,19.832
20160511,MW1112-18,E8,Manganese,1,uM,1279.9,43.148,0.278,605.428,4.43,167.122,123.5,113.5,796,114.71,1.842,101.057,237.922,0.968,484.509,2.506,0.148,3.018,19.795
20150805,MW1040-11,D7,Methotrexate,1,uM,66.678,0.18,0,0,0,0,4,0,0,0,0,0,0,0,0,-0.001,0,3.807,7.532
20150805,MW1040-12,D8,Methotrexate,1,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141231,MW1045-02,F5,Methylchloroisothiazolinone,1,uM,8.371,19.3,0.197,463.561,2.742,134.003,104,82,288,80.332,1.644,90.414,176.796,0.285,379.359,1.687,0.059,4.636,12.383
20141231,MW1045-06,F5,Methylchloroisothiazolinone,1,uM,12.254,20.962,0.17,434.993,2.773,117.538,97,84,285.5,83.509,1.602,76.502,129.15,0.41,420.996,1.612,0.067,6.726,16.151
20141231,MW1045-09,F5,Methylchloroisothiazolinone,1,uM,5.342,15.702,0.22,397.163,2.25,212.746,74,63.5,298.5,69.389,1.271,87.935,436.653,0.282,229.897,1.424,0.04,3.477,15.61
20141029,MW1036-8,D6,Methylmercury,1,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141029,MW1036-8,E6,Methylmercury,1,uM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141029,MW1036-8,F6,Methylmercury,1,uM,0.363,0.12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7.483,9.232
20150128,MW1008-37,B5,Mevastatin,1,uM,10.213,10.013,0.582,475.844,14.037,320.699,85,58.5,73.5,52.188,1.684,23.074,201.446,0.24,226.771,0.76,0.019,9.342,20.26
20150128,MW1008-41,B5,Mevastatin,1,uM,3.256,1.1,0.431,56.697,2.748,294.766,25.5,4,0,0,0,0,0,0,0,0.014,0,9.177,16.323
20150128,MW1008-42,B5,Mevastatin,1,uM,14.514,13.241,0.455,372.539,16.007,162.97,72.5,45.5,80,47.025,1.799,16.369,175.389,0.43,211,0.448,0.017,6.102,11.516
20160601,MW1062-29,D6,Naloxone,1,uM,578.395,22.834,0.178,443.15,3.186,150.747,78.5,72.5,502,66.442,1.15,122.28,118.96,0.507,318.752,1.436,0.069,6.076,21.743
20160601,MW1062-43,D7,Naloxone,1,uM,425.423,15.725,0.202,433.242,3.036,229.971,97.5,88,323.5,87.943,1.114,127.289,211.219,0.406,481.936,1.98,0.051,3.975,21.744
20160601,MW1062-44,D8,Naloxone,1,uM,401.619,14.82,0.246,405.975,3.93,236.462,84.5,77,418,77.616,1.048,132.436,174.839,0.418,305.359,1.598,0.057,3.6,17.949
20141029,MW1008-42,B5,Nicotine,1,uM,22.119,47.739,0.389,565.554,5.715,200.973,136,136,944,106.928,2.167,83.389,227.534,1.139,372.655,1.681,0.099,2.154,16.842
20141029,MW1008-41,D5,Nicotine,1,uM,17.085,36.628,0.267,499.04,4.651,144.966,116.5,116.5,528.5,103.492,1.934,87.706,225.858,0.759,565.475,1.862,0.091,2.366,11.598
20141029,MW1008-42,F5,Nicotine,1,uM,22.981,53.534,0.399,520.186,4.867,177.873,114.5,112,1378,97.442,1.681,133.281,196.591,0.876,365.841,1.748,0.11,3.769,16.987
20160511,MW1112-16,B6,Paraquat,1,uM,909.044,30.715,0.42,604.361,5.304,162.27,113.5,101,766,80.402,1.594,101.558,70.63,0.752,357.176,2.281,0.113,3.87,22.442
20160511,MW1112-17,B7,Paraquat,1,uM,1152.82,43.906,0.358,599.251,5.42,141.048,118.5,106,1019.5,90.218,1.499,119.802,51.474,0.742,374.92,2.408,0.136,3.155,20.428
20160511,MW1112-18,B8,Paraquat,1,uM,1382.008,54.334,0.359,591.775,4.143,134.39,116,103.5,1166.5,84.32,1.144,143.685,31.225,0.842,383.241,2.587,0.176,3.262,16.45
20150401,MW1053-26,F6,PBDE-47,1,uM,4.454,11.314,0.164,248.326,1.995,122.647,40,33.5,247,34.496,0.765,60.254,108.59,0.305,100.062,0.504,0.019,6.142,16.456
20150401,MW1053-31,F6,PBDE-47,1,uM,6.476,17.557,0.292,342.998,2.668,129.762,71,52.5,471.5,55.481,0.763,111.434,302.4,0.382,136.856,0.995,0.027,4.665,17.054
20150401,MW1053-33,F6,PBDE-47,1,uM,7.713,10.965,0.417,264.611,2.961,228.479,47,34.5,128.5,33.219,0.537,62.776,182.965,0.184,99.115,0.446,0.008,9.125,17.683
20160511,MW1112-16,A6,Permethrin,1,uM,775.221,25.761,0.18,657.141,3.271,277.94,133.5,126,832.5,110.799,1.583,148.788,214.209,0.597,489.206,3.004,0.118,3.257,22.789
20160511,MW1112-17,A7,Permethrin,1,uM,974.426,37.616,0.245,637.475,3.646,214.669,123.5,116,1028,110.188,1.376,151.767,173.101,0.752,390.563,2.652,0.125,3.699,19.425
20160511,MW1112-18,A8,Permethrin,1,uM,1018.099,40.678,0.281,624.845,4.495,218.918,128.5,121,971.5,106.574,1.534,130.668,228.648,0.734,441.778,2.242,0.111,3.361,22.407
20150909,MW1047-22,D6,Phenobarbital,1,uM,10.78,24.55,0.802,410.585,5.593,193.552,92,76,464.5,63.781,0.903,79.815,173.678,0.441,176.855,0.991,0.037,4.39,18.733
20150909,MW1047-29,D7,Phenobarbital,1,uM,7.17,17.043,0.424,471.419,3.964,331.722,96.5,87.5,444,70.894,1.005,122.188,95.149,0.495,223.411,1.523,0.046,5.286,15.379
20150909,MW1047-30,D8,Phenobarbital,1,uM,21.165,45.416,0.579,643.411,162.552,75.84,111.5,92.5,1411,79.092,0.741,135.438,42.838,0.448,256.26,1.792,0.108,3.74,21.432
20151014,MW1076-42,D6,Phenol,1,uM,13.465,26.488,0.354,375.012,4.413,102.368,93,65,437,66.41,0.997,49.734,346.373,0.497,221.475,0.717,0.038,5.768,16.915
20151014,MW1076-43,D7,Phenol,1,uM,11.224,21.875,0.357,317.86,4.236,139.033,101,74,417,76.184,0.929,52.856,321.13,0.39,237.279,0.962,0.035,4.621,20.422
20151014,MW1076-44,D8,Phenol,1,uM,11.975,19.14,0.384,333.951,8.225,279.289,47,49.5,141,43.746,0.71,50.998,163.2,0.23,155.572,0.652,0.02,5.285,11.034
