"PREFERRED_NAME","EPA_SAMPLE_ID","treatment","filename","primary_dataset","ALIQUOT_PLATE_BARCODE","ALIQUOT_WELL_ID","ALIQUOT_CONC","ALIQUOT_CONC_UNIT","TARGET_CONC","TARGET_CONC_UNIT","ALIQUOT_VOLUME","ALIQUOT_VOLUME_UNIT","ALIQUOT_SOLVENT","ALIQUOT_DATE","BOTTLE_ID","pd_sample_id","gsid","ALIQUOT_VIAL_BARCODE","pd_sample","LOCATION","MW","Supplier","Lot.Number","CoA.Purity.(%)","Determined.Purity.(%)","Culture","chid","stkc","stkc_unit","tested_conc_unit","casn","chnm","dsstox_substance_id","notes","Solvent.used"
"Sodium valproate","EX000439","Valproic acid","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","69","20","mM",20,"mM",100,"uL","-","-","EX000439",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,37072,20,"mM","uM","1069-66-5","Sodium valproate","DTXSID5037072","","DMSO"
"Spirodiclofen","EPAPLT0167D04","80","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34928,20,"mM","uM","148477-71-8","Spirodiclofen","DTXSID6034928","",NA
"Spirodiclofen","TP0001649D12","Spirodiclofen","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","D12",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,34928,NA,"TP0001649D12","",NA,NA,NA,NA,NA,NA,34928,20,"mM","uM","148477-71-8","Spirodiclofen","DTXSID6034928","",NA
"Spiroxamine","EX000519","Spiroxamine","EPA_ES204_EPA-Shafer_12_20200117_key.xlsx","Frank2017","DNT_EXTRA2","4","100","mM",100,"mM",100,"uL","-","-","EX000519",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34212,100,"mM","uM","118134-30-8","Spiroxamine","DTXSID1034212","","DMSO"
"Sulfisoxazole","EPAPLT0167C06","81","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21292,20,"mM","uM","127-69-5","Sulfisoxazole","DTXSID6021292","",NA
"Tamoxifen","TP0001649B03","Tamoxifen","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","B03",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,34187,NA,"TP0001649B03","",NA,NA,NA,NA,NA,NA,34187,10,"mM","uM","10540-29-1","Tamoxifen","DTXSID1034187","",NA
"Tebuconazole","EX000354","Tebuconazole","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5","307.82","Bayer Corporation","703-0054","97.5","100",NA,32113,20.2000007629395,"mM","uM","107534-96-3","Tebuconazole","DTXSID9032113","",NA
"Tebuconazole","EX000389","Tebuconazole","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","19","20","mM",20,"mM",100,"uL","-","-","EX000389",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32113,20,"mM","uM","107534-96-3","Tebuconazole","DTXSID9032113","","DMSO"
"Tebupirimfos","EX000508","Tebupirimfos","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","35","100","mM",100,"mM",100,"uL","-","-","EX000508",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32482,100,"mM","uM","96182-53-5","Tebupirimfos","DTXSID1032482","",NA
"Tebupirimfos","TT0000177C02","Tebupirimfos","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","C02","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,32482,"112921001",NA,"",NA,NA,NA,NA,NA,NA,32482,100,"mM","uM","96182-53-5","Tebupirimfos","DTXSID1032482","",NA
"Tefluthrin","TP0001649E08","Tefluthrin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","E08",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32577,NA,"TP0001649E08","",NA,NA,NA,NA,NA,NA,32577,20,"mM","uM","79538-32-2","Tefluthrin","DTXSID5032577","",NA
"Tembotrione","EPAPLT0167H07","83","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,47037,20,"mM","uM","335104-84-2","Tembotrione","DTXSID5047037","",NA
"Terbufos","EX000509","Terbufos","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","36","100","mM",100,"mM",100,"uL","-","-","EX000509",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,22254,100,"mM","uM","13071-79-9","Terbufos","DTXSID2022254","",NA
"Terbufos","TT0000177E01","Terbufos","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","E01","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,22254,"112920978",NA,"",NA,NA,NA,NA,NA,NA,22254,100,"mM","uM","13071-79-9","Terbufos","DTXSID2022254","",NA
"Terbutaline","EX000510","Terbutaline","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","37","100","mM",100,"mM",100,"uL","-","-","EX000510",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21310,100,"mM","uM","23031-25-6","Terbutaline","DTXSID7021310","",NA
"Terbutaline hemisulfate","EX000393","Terbutaline","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","23","20","mM",20,"mM",100,"uL","-","-","EX000393",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,45437,20,"mM","uM","23031-32-5","Terbutaline hemisulfate","DTXSID3045437","","DMSO"
"Tetracycline","TP0001649E03","Tetracycline","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","E03",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,23645,NA,"TP0001649E03","",NA,NA,NA,NA,NA,NA,23645,20,"mM","uM","60-54-8","Tetracycline","DTXSID7023645","",NA
"Tetraethylthiuram disulfide","EX000356","Tetraethylthiuram disulfide","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G7","296.54","Sigma-Aldrich","027K1529","99.7",NA,20160907,21322,20,"mM","uM","97-77-8","Tetraethylthiuram disulfide","DTXSID1021322","",NA
"Tetramethrin","TP0001649A11","Tetramethrin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","A11",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32649,NA,"TP0001649A11","",NA,NA,NA,NA,NA,NA,32649,20,"mM","uM","7696-12-0","Tetramethrin","DTXSID6032649","",NA
"Thalidomide","EX000357","Thalidomide","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G8","258.23","Sigma-Aldrich","031M4620V","100",NA,NA,22524,20,"mM","uM","50-35-1","Thalidomide","DTXSID9022524","",NA
"Thalidomide","EX000440","Thalidomide","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","70","20","mM",20,"mM",100,"uL","-","-","EX000440",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,22524,20,"mM","uM","50-35-1","Thalidomide","DTXSID9022524","","DMSO"
"Thiacloprid","TP0001649E07","Thiacloprid","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","E07",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,34961,NA,"TP0001649E07","",NA,NA,NA,NA,NA,NA,34961,20,"mM","uM","111988-49-9","Thiacloprid","DTXSID7034961","",NA
"Thiamethoxam","TP0001649E10","Thiamethoxam","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","E10",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,34962,NA,"TP0001649E10","",NA,NA,NA,NA,NA,NA,34962,20,"mM","uM","153719-23-4","Thiamethoxam","DTXSID2034962","",NA
"Thiouracil","EX000511","Thiouracil","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","38","100","mM",100,"mM",100,"uL","-","-","EX000511",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21347,100,"mM","uM","141-90-2","Thiouracil","DTXSID4021347","",NA
"Toluene","EX000358","Toluene","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"19.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G9","92.14","Sigma-Aldrich","69996EJ","99.94","99.25",NA,21360,19.7000007629395,"mM","uM","108-88-3","Toluene","DTXSID7021360","",NA
"Topramezone","EPAPLT0167D10","88","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34722,8.55832004547119,"mM","uM","210631-68-8","Topramezone","DTXSID0034722","",NA
"Tri-allate","EPAPLT0167F05","89","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24344,20,"mM","uM","2303-17-5","Tri-allate","DTXSID5024344","",NA
"Tri-o-cresyl phosphate","EPAPLT0167B02","94","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32192,20,"mM","uM","78-30-8","Tri-o-cresyl phosphate","DTXSID6032192","",NA
"Triamcinolone","EPAPLT0167F08","90","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,40742,20.0002994537354,"mM","uM","124-94-7","Triamcinolone","DTXSID1040742","",NA
"Tribufos","EX000512","Tribufos","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","39","100","mM",100,"mM",100,"uL","-","-","EX000512",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24174,100,"mM","uM","78-48-8","Tribufos","DTXSID1024174","",NA
"Tribufos","TT0000177F03","Tribufos","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","F03","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,24174,"112920967",NA,"",NA,NA,NA,NA,NA,NA,24174,100,"mM","uM","78-48-8","Tribufos","DTXSID1024174","",NA
"Tributyltin chloride","TP0001649C09","Tributyltin chloride","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","C09",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,27403,NA,"TP0001649C09","",NA,NA,NA,NA,NA,NA,27403,20,"mM","uM","1461-22-9","Tributyltin chloride","DTXSID3027403","",NA
"Tributyltin methacrylate","TP0001649D04","Tributyltin methacrylate","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","D04",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,35204,NA,"TP0001649D04","",NA,NA,NA,NA,NA,NA,35204,20,"mM","uM","2155-70-6","Tributyltin methacrylate","DTXSID9035204","",NA
"Trichlorfon","EPAPLT0170D03","93","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21389,20,"mM","uM","52-68-6","Trichlorfon","DTXSID0021389","",NA
"Trichlorfon","EX000513","Trichlorfon","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","40","100","mM",100,"mM",100,"uL","-","-","EX000513",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21389,100,"mM","uM","52-68-6","Trichlorfon","DTXSID0021389","",NA
"Trichlorfon","TT0000177F01","Trichlorfon","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","F01","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,21389,"112920965",NA,"",NA,NA,NA,NA,NA,NA,21389,100,"mM","uM","52-68-6","Trichlorfon","DTXSID0021389","",NA
"Triclosan","TP0001649H12","Triclosan","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","H12",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32498,NA,"TP0001649H12","",NA,NA,NA,NA,NA,NA,32498,20,"mM","uM","3380-34-5","Triclosan","DTXSID5032498","",NA
"Triethyl tin","EX000514","Triethyl tin","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","41","100","mM",100,"mM",100,"uL","-","-","EX000514",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32226,100,"mM","uM","997-50-2","Triethyl tin","DTXSID1032226","",NA
"Triethyltin bromide","EX000473","Triethyltin bromide","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","103","20","mM",20,"mM",100,"uL","-","-","EX000473",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,40712,20,"mM","uM","2767-54-6","Triethyltin bromide","DTXSID9040712","","DMSO"
"Trifloxystrobin","TP0001649G10","Trifloxystrobin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","G10",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32580,NA,"TP0001649G10","",NA,NA,NA,NA,NA,NA,32580,20,"mM","uM","141517-21-7","Trifloxystrobin","DTXSID4032580","",NA
"Trimethyltin hydroxide","EX000419","Trimethyltin","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","49","20","mM",20,"mM",100,"uL","-","-","EX000419",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32240,20,"mM","uM","56-24-6","Trimethyltin hydroxide","DTXSID9032240","","Water"
"Triphenyl phosphate","EX000360","Triphenyl phosphate","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"19.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G11,H7","326.28","Sigma-Aldrich","11701PE","99.9","100",NA,21952,19.8999996185303,"mM","uM","115-86-6","Triphenyl phosphate","DTXSID1021952","",NA
"Triphenyl phosphates isopropylated","EX000350","Phenol, isopropylated, phosphate (3:1)","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.100000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G1","452.52","Amfinecom Inc.","CY100202","Not Listed",NA,20160720,28880,20.1000003814697,"mM","uM","68937-41-7","Triphenyl phosphates isopropylated","DTXSID4028880","",NA
"Triphenyl phosphite","TP0001649E09","Triphenyl phosphite","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","E09",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,26252,NA,"TP0001649E09","",NA,NA,NA,NA,NA,NA,26252,20,"mM","uM","101-02-0","Triphenyl phosphite","DTXSID0026252","",NA
"Tris(1,3-dichloro-2-propyl) phosphate","EX000453","Tris (1,3-dichloro-2-propyl) phosphate (TDCIPP)","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","83","20","mM",20,"mM",100,"uL","-","-","EX000453",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,26261,20,"mM","uM","13674-87-8","Tris(1,3-dichloro-2-propyl) phosphate","DTXSID9026261","","DMSO"
"Tris(2-chloroethyl) phosphate","EX000361","Tris(2-chloroethyl) phosphate","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G12","285.49","Sigma-Aldrich","07430JR","98.8","99.07",NA,21411,20.1000003814697,"mM","uM","115-96-8","Tris(2-chloroethyl) phosphate","DTXSID5021411","",NA
"Tris(2-chloroisopropyl)phosphate","EPAPLT0167C08","97","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,26259,19.0279998779297,"mM","uM","13674-84-5","Tris(2-chloroisopropyl)phosphate","DTXSID5026259","",NA
"Tris(2-chloroisopropyl)phosphate","EX000364","Tris(2-chloroisopropyl) phosphate","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H3","327.57","Albemarle Corporation via MRIGlobal","M072911NP","Unknown",NA,20160720,26259,20,"mM","uM","13674-84-5","Tris(2-chloroisopropyl)phosphate","DTXSID5026259","",NA
"Tris(methylphenyl) phosphate","EX000359","Tricresyl phosphate","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G10","368.36","Sigma-Aldrich","02923JA","98.6","100",20160720,21391,20,"mM","uM","1330-78-5","Tris(methylphenyl) phosphate","DTXSID4021391","",NA
"Valinomycin","EX000362","Valinomycin","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"19.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H1","1111.30","Cayman Chemical Company","0476699","100",NA,NA,41150,19.8999996185303,"mM","uM","2001-95-8","Valinomycin","DTXSID9041150","",NA
"Valproic acid","EX000387","Valproic acid","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","17","20","mM",20,"mM",100,"uL","-","-","EX000387",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,23733,20,"mM","uM","99-66-1","Valproic acid","DTXSID6023733","",NA
"Warfarin","EPAPLT0167D02","99","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,23742,20,"mM","uM","81-81-2","Warfarin","DTXSID5023742","",NA
"Z-Tetrachlorvinphos","EX000515","Z-Tetrachlorvinphos","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","42","100","mM",100,"mM",100,"uL","-","-","EX000515",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32648,100,"mM","uM","22248-79-9","Z-Tetrachlorvinphos","DTXSID1032648","",NA
"Z-Tetrachlorvinphos","TT0000177B01","Z-Tetrachlorvinphos","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","B01","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,32648,"112921013",NA,"",NA,NA,NA,NA,NA,NA,32648,100,"mM","uM","22248-79-9","Z-Tetrachlorvinphos","DTXSID1032648","",NA
"all-trans-Retinoic acid","EX000386","t-retinoic acid","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","16","20","mM",20,"mM",100,"uL","-","-","EX000386",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21239,20,"mM","uM","302-79-4","all-trans-Retinoic acid","DTXSID7021239","","DMSO"
"alpha-Cypermethrin","EPAPLT0167F02","9","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,41201,20,"mM","uM","67375-30-8","alpha-Cypermethrin","DTXSID7041201","",NA
"beta-Cyfluthrin","EPAPLT0167A11","17","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32330,20,"mM","uM","1820573-27-0","beta-Cyfluthrin","DTXSID8032330","",NA
"n-Hexane","EX000343","n-Hexane","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F6","86.18","Sigma-Aldrich","1390126","99.3","96.72",NA,21917,20,"mM","uM","110-54-3","n-Hexane","DTXSID0021917","",NA
"o,p'-DDT","TP0001649G03","o,p'-DDT","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","G03",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,22345,NA,"TP0001649G03","",NA,NA,NA,NA,NA,NA,22345,20,"mM","uM","789-02-6","o,p'-DDT","DTXSID6022345","",NA
"p,p'-DDD","TP0001649A09","p,p'-DDD","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","A09",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20373,NA,"TP0001649A09","",NA,NA,NA,NA,NA,NA,20373,20,"mM","uM","72-54-8","p,p'-DDD","DTXSID4020373","",NA
"p,p'-DDE","TP0001649C02","p,p'-DDE","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","C02",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20374,NA,"TP0001649C02","",NA,NA,NA,NA,NA,NA,20374,20,"mM","uM","72-55-9","p,p'-DDE","DTXSID9020374","",NA
"p,p'-DDT","TP0001649D03","p,p'-DDT","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","D03",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20375,NA,"TP0001649D03","",NA,NA,NA,NA,NA,NA,20375,20,"mM","uM","50-29-3","DDT","DTXSID4020375","",NA
"tau-Fluvalinate","EPAPLT0167G07","82","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,37555,19.3866996765137,"mM","uM","102851-06-9","tau-Fluvalinate","DTXSID7037555","",NA
"tert-Butylhydroquinone","TP0001649C03","tert-Butylhydroquinone","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","C03",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20220,NA,"TP0001649C03","",NA,NA,NA,NA,NA,NA,20220,20,"mM","uM","1948-33-0","tert-Butylhydroquinone","DTXSID6020220","",NA
"tert-Butylphenyl diphenyl phosphate","EPAPLT0169B03","84","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24701,20.0009002685547,"mM","uM","56803-37-3","tert-Butylphenyl diphenyl phosphate","DTXSID6024701","",NA
"tert-Butylphenyl diphenyl phosphate","EX000355","tert-Butylphenyl diphenyl phosphate","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G6","382.39","MRIGlobal via Ubichem PLC","M062011NS","Unknown",NA,20160720,24701,20.1000003814697,"mM","uM","56803-37-3","tert-Butylphenyl diphenyl phosphate","DTXSID6024701","",NA
"tris(Trifluoroethoxy)methane","1475842","1475842","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475842",NA,"D1","310.116",NA,NA,NA,NA,NA,395037,30,"mM","uM","58244-27-2","tris(Trifluoroethoxy)methane","DTXSID30395037","",NA
